22:01:09,375 - [main] DEBUG com.Technion.ie.BaseLine.CkyAlg  - [What, animal, do, buffalo, wings, come, from, ?]
22:01:46,644 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - checking:pi(1,2,NP+PRON) = q(NP+PRON->,)
22:01:46,646 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - Max Vaule for:pi(1,2,NP+PRON) = [NP+PRON,,]
22:01:46,647 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - value for pi(1,2,NP+PRON) :is-1.0
22:01:46,713 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - checking:pi(1,3,S) = q(S->,)
22:01:46,714 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - Max Vaule for:pi(1,3,S) = [S,,]
22:01:46,716 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - value for pi(1,3,S) :is-1.0
22:01:46,778 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - checking:pi(1,3,NP+NOUN) = q(NP+NOUN->,)
22:01:46,780 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - Max Vaule for:pi(1,3,NP+NOUN) = [NP+NOUN,,]
22:01:46,781 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - value for pi(1,3,NP+NOUN) :is-1.0
22:01:46,822 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - checking:pi(0,3,WHNP) = q(WHNP->PRON,NP)
22:01:46,823 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - Max Vaule for:pi(0,3,WHNP) = [WHNP,[PRON,What],[NP,[NOUN,animal],[NP,[VERB,do],[NOUN,buffalo]]]]
22:01:46,825 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - value for pi(0,3,WHNP) :is1.0961091571906833E-12
22:01:46,853 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - checking:pi(0,3,WHNP+WHNP) = q(WHNP+WHNP->,)
22:01:46,855 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - Max Vaule for:pi(0,3,WHNP+WHNP) = [WHNP+WHNP,,]
22:01:46,856 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - value for pi(0,3,WHNP+WHNP) :is-1.0
22:01:46,951 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - checking:pi(0,2,ADP) = q(ADP->,)
22:01:46,952 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - Max Vaule for:pi(0,2,ADP) = [ADP,,]
22:01:46,954 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - value for pi(0,2,ADP) :is-1.0
22:01:47,042 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - checking:pi(1,3,S+VP) = q(S+VP->,)
22:01:47,043 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - Max Vaule for:pi(1,3,S+VP) = [S+VP,,]
22:01:47,045 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - value for pi(1,3,S+VP) :is-1.0
22:01:47,081 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - checking:pi(0,3,SBAR) = q(SBAR->,)
22:01:47,082 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - Max Vaule for:pi(0,3,SBAR) = [SBAR,,]
22:01:47,084 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - value for pi(0,3,SBAR) :is-1.0
22:01:47,098 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - checking:pi(0,3,.) = q(.->,)
22:01:47,099 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - Max Vaule for:pi(0,3,.) = [.,,]
22:01:47,101 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - value for pi(0,3,.) :is-1.0
22:01:47,186 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - checking:pi(1,2,NP+ADJ) = q(NP+ADJ->,)
22:01:47,187 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - Max Vaule for:pi(1,2,NP+ADJ) = [NP+ADJ,,]
22:01:47,189 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - value for pi(1,2,NP+ADJ) :is-1.0
22:01:47,196 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - checking:pi(2,3,VP+NOUN) = q(VP+NOUN->,)
22:01:47,197 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - Max Vaule for:pi(2,3,VP+NOUN) = [VP+NOUN,,]
22:01:47,199 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - value for pi(2,3,VP+NOUN) :is-1.0
22:01:47,213 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - checking:pi(1,2,NP+S) = q(NP+S->,)
22:01:47,214 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - Max Vaule for:pi(1,2,NP+S) = [NP+S,,]
22:01:47,215 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - value for pi(1,2,NP+S) :is-1.0
22:01:47,232 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - checking:pi(1,2,NP+NP) = q(NP+NP->,)
22:01:47,233 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - Max Vaule for:pi(1,2,NP+NP) = [NP+NP,,]
22:01:47,235 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - value for pi(1,2,NP+NP) :is-1.0
22:01:47,380 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - checking:pi(2,3,ADJP) = q(ADJP->,)
22:01:47,382 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - Max Vaule for:pi(2,3,ADJP) = [ADJP,,]
22:01:47,383 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - value for pi(2,3,ADJP) :is-1.0
22:01:47,453 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - checking:pi(2,3,ADJP+ADJ) = q(ADJP+ADJ->,)
22:01:47,454 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - Max Vaule for:pi(2,3,ADJP+ADJ) = [ADJP+ADJ,,]
22:01:47,457 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - value for pi(2,3,ADJP+ADJ) :is-1.0
22:01:47,775 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - checking:pi(2,3,SQ) = q(SQ->VERB,NP+NOUN)
22:01:47,777 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - Max Vaule for:pi(2,3,SQ) = [SQ,[VERB,do],[NP+NOUN,buffalo]]
22:01:47,778 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - value for pi(2,3,SQ) :is9.084055087403901E-4
22:01:47,814 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - checking:pi(1,2,VP+VERB) = q(VP+VERB->,)
22:01:47,816 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - Max Vaule for:pi(1,2,VP+VERB) = [VP+VERB,,]
22:01:47,817 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - value for pi(1,2,VP+VERB) :is-1.0
22:01:47,874 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - checking:pi(1,2,NP+X) = q(NP+X->,)
22:01:47,875 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - Max Vaule for:pi(1,2,NP+X) = [NP+X,,]
22:01:47,877 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - value for pi(1,2,NP+X) :is-1.0
22:01:47,908 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - checking:pi(2,3,ADVP) = q(ADVP->,)
22:01:47,909 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - Max Vaule for:pi(2,3,ADVP) = [ADVP,,]
22:01:47,911 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - value for pi(2,3,ADVP) :is-1.0
22:01:47,928 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - checking:pi(1,3,SQ) = q(SQ->NP+NOUN,SQ)
22:01:47,930 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - Max Vaule for:pi(1,3,SQ) = [SQ,[NP+NOUN,animal],[SQ,[VERB,do],[NP+NOUN,buffalo]]]
22:01:47,932 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - value for pi(1,3,SQ) :is1.996296725176957E-9
22:01:47,978 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - checking:pi(1,3,WHADVP) = q(WHADVP->,)
22:01:47,980 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - Max Vaule for:pi(1,3,WHADVP) = [WHADVP,,]
22:01:47,981 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - value for pi(1,3,WHADVP) :is-1.0
22:01:48,011 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - checking:pi(1,3,WHADJP) = q(WHADJP->,)
22:01:48,012 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - Max Vaule for:pi(1,3,WHADJP) = [WHADJP,,]
22:01:48,014 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - value for pi(1,3,WHADJP) :is-1.0
22:01:48,042 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - checking:pi(1,3,WHNP+WHNP) = q(WHNP+WHNP->,)
22:01:48,044 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - Max Vaule for:pi(1,3,WHNP+WHNP) = [WHNP+WHNP,,]
22:01:48,045 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - value for pi(1,3,WHNP+WHNP) :is-1.0
22:01:48,107 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - checking:pi(1,2,ADP) = q(ADP->,)
22:01:48,110 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - Max Vaule for:pi(1,2,ADP) = [ADP,,]
22:01:48,111 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - value for pi(1,2,ADP) :is-1.0
22:01:48,141 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - checking:pi(1,3,SBAR) = q(SBAR->,)
22:01:48,143 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - Max Vaule for:pi(1,3,SBAR) = [SBAR,,]
22:01:48,144 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - value for pi(1,3,SBAR) :is-1.0
22:01:48,155 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - checking:pi(1,3,.) = q(.->,)
22:01:48,157 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - Max Vaule for:pi(1,3,.) = [.,,]
22:01:48,158 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - value for pi(1,3,.) :is-1.0
22:01:48,189 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - checking:pi(1,3,WHNP+PRON) = q(WHNP+PRON->,)
22:01:48,190 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - Max Vaule for:pi(1,3,WHNP+PRON) = [WHNP+PRON,,]
22:01:48,191 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - value for pi(1,3,WHNP+PRON) :is-1.0
22:01:48,213 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - checking:pi(1,3,WHNP+DET) = q(WHNP+DET->,)
22:01:48,214 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - Max Vaule for:pi(1,3,WHNP+DET) = [WHNP+DET,,]
22:01:48,216 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - value for pi(1,3,WHNP+DET) :is-1.0
22:01:48,227 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - checking:pi(1,3,CONJ) = q(CONJ->,)
22:01:48,228 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - Max Vaule for:pi(1,3,CONJ) = [CONJ,,]
22:01:48,229 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - value for pi(1,3,CONJ) :is-1.0
22:01:48,288 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - checking:pi(1,3,WHPP) = q(WHPP->,)
22:01:48,290 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - Max Vaule for:pi(1,3,WHPP) = [WHPP,,]
22:01:48,291 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - value for pi(1,3,WHPP) :is-1.0
22:01:48,302 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - checking:pi(1,3,WHADVP+ADV) = q(WHADVP+ADV->,)
22:01:48,303 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - Max Vaule for:pi(1,3,WHADVP+ADV) = [WHADVP+ADV,,]
22:01:48,305 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - value for pi(1,3,WHADVP+ADV) :is-1.0
22:01:48,476 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - checking:pi(1,3,PP) = q(PP->,)
22:01:48,477 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - Max Vaule for:pi(1,3,PP) = [PP,,]
22:01:48,479 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - value for pi(1,3,PP) :is-1.0
22:01:48,542 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - checking:pi(2,3,PRT+PRT) = q(PRT+PRT->,)
22:01:48,544 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - Max Vaule for:pi(2,3,PRT+PRT) = [PRT+PRT,,]
22:01:48,545 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - value for pi(2,3,PRT+PRT) :is-1.0
22:01:48,569 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - checking:pi(1,2,PRT+PRT) = q(PRT+PRT->,)
22:01:48,570 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - Max Vaule for:pi(1,2,PRT+PRT) = [PRT+PRT,,]
22:01:48,571 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - value for pi(1,2,PRT+PRT) :is-1.0
22:01:48,653 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - checking:pi(1,2,PP+ADP) = q(PP+ADP->,)
22:01:48,654 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - Max Vaule for:pi(1,2,PP+ADP) = [PP+ADP,,]
22:01:48,656 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - value for pi(1,2,PP+ADP) :is-1.0
22:01:48,738 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - checking:pi(2,3,S+VP) = q(S+VP->VERB,ADJP+ADJ)
22:01:48,739 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - Max Vaule for:pi(2,3,S+VP) = [S+VP,[VERB,do],[ADJP+ADJ,buffalo]]
22:01:48,741 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - value for pi(2,3,S+VP) :is0.001048598507763662
22:01:48,770 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - checking:pi(2,3,NP+NOUN) = q(NP+NOUN->,)
22:01:48,771 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - Max Vaule for:pi(2,3,NP+NOUN) = [NP+NOUN,,]
22:01:48,773 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - value for pi(2,3,NP+NOUN) :is-1.0
22:01:48,975 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - checking:pi(1,2,PP+PRT) = q(PP+PRT->,)
22:01:48,977 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - Max Vaule for:pi(1,2,PP+PRT) = [PP+PRT,,]
22:01:48,978 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - value for pi(1,2,PP+PRT) :is-1.0
22:01:49,223 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - checking:pi(1,3,VP) = q(VP->NP+NOUN,S+VP)
22:01:49,225 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - Max Vaule for:pi(1,3,VP) = [VP,[NP+NOUN,animal],[S+VP,[VERB,do],[ADJP+ADJ,buffalo]]]
22:01:49,227 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - value for pi(1,3,VP) :is5.97188045456631E-9
22:01:49,260 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - checking:pi(1,4,SBARQ) = q(SBARQ->SQ,.)
22:01:49,261 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - Max Vaule for:pi(1,4,SBARQ) = [SBARQ,[SQ,[NP+NOUN,animal],[SQ,[VERB,do],[NP+NOUN,buffalo]]],[.,wings]]
22:01:49,263 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - value for pi(1,4,SBARQ) :is2.900258807895807E-12
22:01:49,275 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - checking:pi(0,3,WHNP+PRON) = q(WHNP+PRON->,)
22:01:49,277 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - Max Vaule for:pi(0,3,WHNP+PRON) = [WHNP+PRON,,]
22:01:49,279 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - value for pi(0,3,WHNP+PRON) :is-1.0
22:01:49,307 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - checking:pi(0,3,WHNP+DET) = q(WHNP+DET->,)
22:01:49,308 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - Max Vaule for:pi(0,3,WHNP+DET) = [WHNP+DET,,]
22:01:49,310 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - value for pi(0,3,WHNP+DET) :is-1.0
22:01:49,324 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - checking:pi(0,3,CONJ) = q(CONJ->,)
22:01:49,325 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - Max Vaule for:pi(0,3,CONJ) = [CONJ,,]
22:01:49,327 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - value for pi(0,3,CONJ) :is-1.0
22:01:49,521 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - checking:pi(0,2,NP+NUM) = q(NP+NUM->,)
22:01:49,522 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - Max Vaule for:pi(0,2,NP+NUM) = [NP+NUM,,]
22:01:49,524 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - value for pi(0,2,NP+NUM) :is-1.0
22:01:49,546 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - checking:pi(0,2,X) = q(X->,)
22:01:49,547 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - Max Vaule for:pi(0,2,X) = [X,,]
22:01:49,549 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - value for pi(0,2,X) :is-1.0
22:01:49,683 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - checking:pi(1,3,X) = q(X->,)
22:01:49,685 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - Max Vaule for:pi(1,3,X) = [X,,]
22:01:49,688 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - value for pi(1,3,X) :is-1.0
22:01:49,730 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - checking:pi(0,2,NUM) = q(NUM->,)
22:01:49,732 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - Max Vaule for:pi(0,2,NUM) = [NUM,,]
22:01:49,733 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - value for pi(0,2,NUM) :is-1.0
22:01:49,888 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - checking:pi(0,2,QP) = q(QP->,)
22:01:49,890 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - Max Vaule for:pi(0,2,QP) = [QP,,]
22:01:49,891 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - value for pi(0,2,QP) :is-1.0
22:01:50,142 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - checking:pi(1,3,ADJ) = q(ADJ->,)
22:01:50,143 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - Max Vaule for:pi(1,3,ADJ) = [ADJ,,]
22:01:50,145 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - value for pi(1,3,ADJ) :is-1.0
22:01:50,257 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - checking:pi(1,3,NUM) = q(NUM->,)
22:01:50,258 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - Max Vaule for:pi(1,3,NUM) = [NUM,,]
22:01:50,260 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - value for pi(1,3,NUM) :is-1.0
22:01:50,383 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - checking:pi(1,3,PRT) = q(PRT->,)
22:01:50,385 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - Max Vaule for:pi(1,3,PRT) = [PRT,,]
22:01:50,386 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - value for pi(1,3,PRT) :is-1.0
22:01:50,444 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - checking:pi(0,3,NP) = q(NP->,)
22:01:50,446 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - Max Vaule for:pi(0,3,NP) = [NP,,]
22:01:50,448 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - value for pi(0,3,NP) :is-1.0
22:01:50,481 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - checking:pi(0,2,PRT) = q(PRT->,)
22:01:50,482 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - Max Vaule for:pi(0,2,PRT) = [PRT,,]
22:01:50,484 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - value for pi(0,2,PRT) :is-1.0
22:01:50,504 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - checking:pi(0,3,WHPP) = q(WHPP->,)
22:01:50,506 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - Max Vaule for:pi(0,3,WHPP) = [WHPP,,]
22:01:50,507 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - value for pi(0,3,WHPP) :is-1.0
22:01:50,521 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - checking:pi(0,3,WHADVP+ADV) = q(WHADVP+ADV->,)
22:01:50,523 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - Max Vaule for:pi(0,3,WHADVP+ADV) = [WHADVP+ADV,,]
22:01:50,525 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - value for pi(0,3,WHADVP+ADV) :is-1.0
22:01:50,784 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - checking:pi(0,3,PP) = q(PP->,)
22:01:50,786 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - Max Vaule for:pi(0,3,PP) = [PP,,]
22:01:50,787 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - value for pi(0,3,PP) :is-1.0
22:01:50,930 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - checking:pi(0,2,ADVP) = q(ADVP->,)
22:01:50,931 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - Max Vaule for:pi(0,2,ADVP) = [ADVP,,]
22:01:50,933 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - value for pi(0,2,ADVP) :is-1.0
22:01:50,983 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - checking:pi(0,3,SQ+VP) = q(SQ+VP->,)
22:01:50,985 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - Max Vaule for:pi(0,3,SQ+VP) = [SQ+VP,,]
22:01:50,986 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - value for pi(0,3,SQ+VP) :is-1.0
22:01:51,100 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - checking:pi(0,2,PRT+PRT) = q(PRT+PRT->,)
22:01:51,101 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - Max Vaule for:pi(0,2,PRT+PRT) = [PRT+PRT,,]
22:01:51,103 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - value for pi(0,2,PRT+PRT) :is-1.0
22:01:51,224 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - checking:pi(0,2,PP+ADP) = q(PP+ADP->,)
22:01:51,225 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - Max Vaule for:pi(0,2,PP+ADP) = [PP+ADP,,]
22:01:51,227 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - value for pi(0,2,PP+ADP) :is-1.0
22:01:51,422 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - checking:pi(0,2,S) = q(S->,)
22:01:51,424 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - Max Vaule for:pi(0,2,S) = [S,,]
22:01:51,425 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - value for pi(0,2,S) :is-1.0
22:01:51,658 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - checking:pi(0,2,PP+PRT) = q(PP+PRT->,)
22:01:51,660 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - Max Vaule for:pi(0,2,PP+PRT) = [PP+PRT,,]
22:01:51,661 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - value for pi(0,2,PP+PRT) :is-1.0
22:01:52,025 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - checking:pi(0,3,VP) = q(VP->,)
22:01:52,027 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - Max Vaule for:pi(0,3,VP) = [VP,,]
22:01:52,029 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - value for pi(0,3,VP) :is-1.0
22:01:52,045 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - checking:pi(1,3,VERB) = q(VERB->,)
22:01:52,046 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - Max Vaule for:pi(1,3,VERB) = [VERB,,]
22:01:52,048 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - value for pi(1,3,VERB) :is-1.0
22:01:52,059 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - checking:pi(1,3,ADVP+ADV) = q(ADVP+ADV->,)
22:01:52,060 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - Max Vaule for:pi(1,3,ADVP+ADV) = [ADVP+ADV,,]
22:01:52,062 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - value for pi(1,3,ADVP+ADV) :is-1.0
22:01:52,175 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - checking:pi(1,3,ADVP) = q(ADVP->,)
22:01:52,177 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - Max Vaule for:pi(1,3,ADVP) = [ADVP,,]
22:01:52,178 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - value for pi(1,3,ADVP) :is-1.0
22:01:52,230 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - checking:pi(1,4,SQ+VP) = q(SQ+VP->,)
22:01:52,231 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - Max Vaule for:pi(1,4,SQ+VP) = [SQ+VP,,]
22:01:52,232 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - value for pi(1,4,SQ+VP) :is-1.0
22:01:52,270 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - checking:pi(0,4,SBARQ) = q(SBARQ->WHNP+PRON,SBARQ)
22:01:52,272 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - Max Vaule for:pi(0,4,SBARQ) = [SBARQ,[WHNP+PRON,What],[SBARQ,[SQ,[NP+NOUN,animal],[SQ,[VERB,do],[NP+NOUN,buffalo]]],[.,wings]]]
22:01:52,274 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - value for pi(0,4,SBARQ) :is5.500752738726501E-13
22:01:53,572 - [main] INFO  com.Technion.ie.BaseLine.CkyAlg  - checking:pi(5,7,.) = q(.->,)
